Player,Pos,90s,PrgC,PrgP,PrgR,Succ Takeons,Attakcking Third Carries,Long Passes Cmp,xA,Pass Cmp%,Pass PrgDist,TklW,Blocks,Int,Recov
Nikola Dovedan,MF,2,4,5,8,4,4,0,0.2,54,134,3,4,0,18
Damion Downs,"FW,MF",0.3,0,0,1,1,0,0,0,70,10,0,0,0,1
Tommy Doyle,MF,1.9,4,16,5,0,1,14,0.1,80.6,765,2,3,2,18
Radu Drăgușin,DF,12,5,14,7,0,5,28,0.7,80.6,2057,6,10,14,38
Dion Drena Beljo,"FW,MF",3.5,9,9,14,5,5,3,0.2,74.4,182,0,2,0,4
Domingos Duarte,DF,6,2,21,0,0,0,27,0,76.6,1238,3,3,4,24
Rubén Duarte,DF,9.1,9,38,27,3,9,33,0.6,65.2,2290,13,8,10,53
Marvin Ducksch,FW,9.4,5,29,46,5,6,21,1.9,59.2,1031,1,0,0,25
Ondrej Duda,MF,8.8,10,33,16,4,9,41,1.1,79.8,1510,8,10,9,62
Denzel Dumfries,DF,8.7,29,27,75,9,13,15,2,71.7,1260,8,10,3,25
Alfred Duncan,MF,7.4,10,49,16,3,9,51,1.2,79.1,1687,7,9,3,48
Lewis Dunk,DF,11,18,61,5,3,8,102,1,90.9,6733,5,13,9,69
Jhon Durán,"FW,MF",0.8,4,2,4,1,2,0,0,70,42,2,1,0,4
Hugo Duro,FW,11.7,7,6,62,8,7,1,0.2,74.2,214,4,11,0,31
Jean-Kevin Duverne,DF,6.2,5,25,11,3,9,21,0.2,81.4,2042,10,7,7,37
Paulo Dybala,"MF,FW",6.8,31,38,52,14,16,23,1,76.4,861,5,5,2,24
Aron Dønnum,"FW,MF",5.6,28,25,44,11,17,20,1.6,75.5,750,2,4,3,22
Festy Ebosele,DF,8.4,33,18,43,23,17,17,0.7,70.9,849,11,17,5,36
Enzo Ebosse,DF,0.1,0,1,0,0,0,1,0,80,57,1,0,1,3
Tyronne Ebuehi,DF,8.1,21,24,26,4,6,19,0.4,70.6,1480,6,8,5,39
Ederson,GK,11,0,1,0,0,0,99,0,84.3,6970,0,0,0,13
Éderson,MF,11.2,16,83,20,8,15,50,1.1,83.7,3473,18,15,17,80
Odsonne Édouard,"FW,MF",10.5,21,17,55,9,11,4,0.5,66.9,316,8,10,3,24
John Egan,DF,5.4,0,5,1,0,2,9,0,69.2,988,4,10,13,21
Maximilian Eggestein,MF,10.5,11,54,17,5,16,23,0.3,82.6,1722,8,21,13,66
Lilian Egloff,"MF,DF",1.2,2,2,2,0,3,2,0,78,131,1,3,1,8
Hugo Ekitike,FW,0.1,0,1,3,0,0,0,0,87.5,17,0,0,0,0
Emmanuel Ekong,FW,0.1,0,0,1,0,0,0,0,100,0,0,0,0,0
Caleb Ekuban,FW,3.4,2,6,21,4,3,5,0.3,68.3,184,2,5,0,9
Anthony Elanga,"FW,MF",7.3,36,14,58,11,20,5,1.4,69.8,515,3,8,3,26
Simon Elisor,FW,4.9,7,8,26,3,5,2,0.3,72.2,253,2,2,0,16
Harvey Elliott,MF,2.9,11,23,25,1,11,11,1.1,86.6,588,1,2,2,17
Elif Elmas,"FW,MF",2.3,9,12,20,4,12,4,0.2,91.5,325,2,1,1,16
Mohamed Elneny,MF,0,0,0,0,0,0,0,0,90.9,45,0,0,1,1
Aritz Elustondo,DF,3,2,9,1,0,2,12,0,89.5,840,1,0,1,10
Nico Elvedi,DF,7.3,10,33,2,2,4,26,0.1,85.8,2310,4,7,11,41
Adri Embarba,"FW,MF",9.2,39,19,62,15,23,21,1.8,64,1073,12,12,5,49
Emanuel Emegha,FW,6.4,7,5,29,3,7,1,0.1,82.3,95,1,4,0,11
Emerson,DF,3.7,14,15,10,6,11,7,0.4,90.2,865,8,8,4,29
Youssef En-Nesyri,FW,7.9,4,3,12,1,3,0,0.1,63.2,103,1,2,1,9
Wataru Endo,MF,2.3,2,9,1,0,1,5,0,85.2,556,3,3,1,11
Arne Engels,"DF,MF",4.8,3,10,11,2,3,18,0.9,62.6,1030,4,6,4,18
Christian Eriksen,MF,6.7,14,32,15,2,11,20,0.8,79.2,1216,8,11,3,45
Martin Erlic,DF,11.3,7,27,1,3,2,58,0.2,82.6,3302,11,16,11,54
Gonzalo Escalante,MF,7.7,0,19,3,0,2,18,1,74.6,690,11,6,12,40
Alfonso Espino,DF,12.5,17,48,44,13,11,39,0.8,75,3604,20,7,12,84
Bernardo Espinosa,DF,0,0,0,0,0,0,0,0,87.5,46,1,0,0,1
Maxime Estève,DF,3.9,3,6,8,2,1,8,0,84.5,495,5,5,5,20
Oscar Estupiñan,FW,2.8,5,2,8,1,3,3,0.1,67.2,70,4,2,0,11
Pervis Estupiñán,DF,5.5,22,41,36,2,12,11,1.5,83.3,1360,3,7,8,39
Jonny Evans,DF,5,1,12,0,0,1,13,0.2,85.9,1179,2,2,3,35
Eberechi Eze,"MF,FW",8.3,24,31,47,31,22,19,1.8,76.7,1119,6,5,2,43
Abdessamad Ezzalzouli,"FW,MF",0.8,7,1,12,2,3,1,0,62.2,83,1,1,0,2
Abdessamad Ezzalzouli,FW,3.1,23,10,33,7,13,2,0.2,74.3,268,2,3,2,11
Giovanni Fabbian,"FW,MF",0.2,0,0,2,0,0,0,0,50,2,1,0,0,2
Nicolò Fagioli,MF,3.8,6,20,14,3,4,20,0.3,85.1,619,2,3,3,15
Romain Faivre,MF,11.1,44,69,53,26,30,17,1.6,84.3,1796,3,5,5,60
Radamel Falcao,"FW,DF",0.9,1,0,7,2,0,1,0,80,38,1,0,0,8
Wladimiro Falcone,GK,12,0,0,0,0,0,62,0,76.5,4101,0,0,0,5
Fali,DF,9.9,8,18,4,3,5,39,0.1,73,1795,11,12,9,47
Davide Faraoni,DF,6.7,13,28,31,3,8,36,0.3,75,1808,10,9,6,38
Ansu Fati,"MF,FW",3,9,21,19,2,1,6,0.3,86,385,1,3,0,6
Ansu Fati,"MF,FW",0.6,6,4,5,1,4,1,0.1,85.7,87,0,0,0,2
Khalil Fayad,FW,4.2,6,11,19,3,3,11,0.2,77.8,392,9,4,5,16
Federico Fazio,DF,3.9,1,8,0,0,0,15,0.1,76.6,949,4,7,5,24
Jacopo Fazzini,MF,5.3,7,23,17,9,11,16,0.9,70.4,840,11,11,6,40
Nabil Fekir,MF,0,0,0,1,0,1,0,0,100,19,0,0,0,1
Luiz Felipe,DF,4,0,4,0,0,0,9,0.2,89.3,996,3,10,4,23
João Félix,"FW,MF",7.7,32,31,81,17,30,10,1.1,80.7,612,9,7,6,33
Ohis Felix Uduokhai,DF,9.5,10,26,3,1,5,36,0.3,81.7,2847,5,9,16,65
Kiko Femenía,"DF,MF",2.2,7,7,16,0,2,4,0.4,84.5,484,2,3,3,11
Evan Ferguson,FW,6.5,7,9,23,3,5,6,0.5,86.6,197,2,6,1,10
Lewis Ferguson,MF,12,17,52,49,5,10,16,0.6,86.8,1633,13,6,6,63
Bruno Fernandes,"MF,FW",12,19,108,69,9,20,82,3.8,70.2,3459,14,13,7,67
Edimilson Fernandes,DF,8.7,8,33,8,3,7,65,1.6,76.7,3477,7,5,17,60
Aitor Fernández,GK,3.1,0,1,0,0,0,36,0,68.6,1838,0,0,0,3
Álex Fernández,"MF,FW",2.4,2,9,7,0,5,5,0.1,84.4,528,2,2,2,20
Álvaro Fernández,"FW,DF",3.1,5,4,17,5,8,4,0.3,75.2,382,6,2,6,23
Carlos Fernández,FW,4.1,5,4,12,3,2,1,0.2,58,86,6,4,0,17
Enzo Fernández,MF,10,25,97,25,8,23,84,1.5,85.5,3589,10,21,4,48
Raúl Fernández,GK,3,0,0,0,0,0,21,0,64.4,1520,0,0,0,8
Valery Fernández,"MF,DF",2.1,5,3,17,0,3,2,0.1,84.1,156,1,2,0,18
Fernando,GK,2,0,0,0,0,0,21,0,64.3,1246,0,1,0,4
Fernando,MF,3.1,3,14,5,4,5,10,0.1,87.1,522,5,2,3,23
André Ferreira,GK,10,0,0,0,0,0,80,0,69.2,5062,0,0,0,14
João Ferreira,DF,4.6,5,10,24,7,10,15,0.4,74.2,908,13,8,3,32
Jordan Ferri,MF,9.7,15,63,19,7,16,56,0.7,83.6,2794,7,11,9,73
Nacho Ferri,"FW,MF",0.6,0,2,5,0,0,0,0,53.3,37,3,0,0,1
Seydou Fini,DF,0,0,0,0,0,0,0,0,50,10,0,0,0,0
Max Finkgräfe,"FW,MF",0.9,5,1,9,3,3,0,0.1,62.5,42,2,0,0,6
John Fleck,MF,0.2,2,0,0,0,1,1,0,62.5,2,0,0,0,2
Mark Flekken,GK,10.5,0,1,0,1,0,99,0.1,77.6,6211,0,0,0,14
Alessandro Florenzi,DF,5.2,11,30,17,0,12,30,0.4,82,1885,8,6,6,29
Phil Foden,"FW,MF",10.2,22,54,87,22,25,19,1.9,83.4,1248,9,9,8,45
Wes Foderingham,GK,12,0,0,0,2,0,103,0,61.5,6540,1,0,0,14
Youssouf Fofana,MF,11.7,18,96,38,13,37,49,1.5,81.1,3601,14,14,16,89
Jonas Föhrenbach,DF,9.1,15,24,34,1,9,40,0.3,73.9,2564,9,11,7,59
Thomas Foket,DF,10,14,33,49,1,11,30,1.1,79.8,1790,3,18,14,50
Michael Folorunsho,MF,11.4,21,27,34,7,17,22,0.3,70.1,1096,12,18,6,65
Pablo Fornals,"MF,FW",1.9,2,12,12,5,5,7,0.1,78.4,238,4,2,2,14
Emil Forsberg,"MF,FW",3.7,5,11,27,3,2,7,0.2,78.2,246,3,5,0,12
Philipp Förster,MF,1.8,4,13,10,0,3,12,0.4,76.3,457,3,2,4,15
Lyle Foster,"FW,MF",6.7,18,7,29,4,10,5,0.5,70.7,192,1,7,1,21
Dimitri Foulquier,"DF,MF",3,3,16,6,4,5,8,0.2,80.7,923,3,1,2,19
Juan Foyth,DF,8.8,14,44,24,19,26,28,0.8,82.8,2511,12,12,9,49
Matheus França,"FW,MF",0.4,1,1,2,0,1,1,0.1,42.9,87,0,0,0,1
Bartol Franjić,MF,3.8,6,13,3,4,5,15,0.1,90.4,604,1,4,9,24
Przemysław Frankowski,DF,6.5,18,37,63,2,15,28,1.3,74.3,1534,9,9,5,24
Davide Frattesi,MF,3.2,12,10,12,3,5,5,0.5,77,285,0,3,1,18
Jean Frederic N'Guessan,"FW,MF",0.1,0,1,0,0,0,1,0,80,12,0,0,0,1
Morten Frendrup,MF,12,9,37,16,6,3,17,0.7,78.3,1188,26,20,17,83
Remo Freuler,MF,7.2,3,26,10,2,5,4,0.2,89.3,1085,11,10,10,24
Marco Friedl,DF,8.4,0,23,2,2,2,47,0.1,85.2,2612,8,17,10,54
Marvin Friedrich,DF,4.2,1,11,2,1,1,9,0,78.4,1104,5,10,3,19
Jeremie Frimpong,DF,9.8,62,16,121,16,27,9,2.2,76.8,740,7,16,1,36
Jorge de Frutos,"FW,MF",3.2,7,8,25,4,4,7,0.3,73.2,330,0,1,0,13
Chris Führich,FW,9.9,64,43,88,30,37,19,3.2,80.9,1429,1,12,3,44
Angelo Fulgini,MF,7.3,20,41,52,6,24,37,1.4,73,1370,2,11,3,39
Niclas Füllkrug,FW,2,2,9,12,0,1,6,0.4,72.7,274,1,2,0,3
Niclas Füllkrug,FW,6.7,3,8,34,2,2,6,0.6,59.9,169,2,1,0,11
Matteo Gabbia,DF,5.3,1,9,0,0,1,29,0.1,89.3,1745,6,5,8,20
Gianluca Gaetano,MF,0.3,1,0,1,0,0,0,0,87.5,9,0,1,0,3
Roberto Gagliardini,MF,11.4,20,55,17,7,20,45,0.5,90.1,2510,16,12,12,71
Cody Gakpo,"MF,FW",5.1,9,23,30,8,5,3,0.3,76.8,476,2,10,3,25
Javi Galán,DF,1,3,4,13,2,1,1,0.1,75,154,4,1,1,7
Iñigo Ruiz de Galarreta,MF,9.3,13,66,13,9,14,39,0.8,78.7,2040,11,6,4,58
Pablo Galdames Millán,MF,0.1,0,4,1,0,0,2,0,95,158,0,0,0,1
Conor Gallagher,MF,11.5,19,63,38,13,19,33,1.2,88.5,2001,19,14,19,85
Antonino Gallo,DF,6.4,16,40,34,3,8,31,0.9,72,1912,7,8,5,35
Cristian Gamboa,"DF,MF",5.6,4,13,6,5,4,18,0.3,68.3,911,5,4,5,31
Kévin Gameiro,"FW,MF",3.4,7,7,23,1,3,5,0.6,78.1,261,2,2,1,10
Idrissa Gana Gueye,MF,7.5,15,26,11,6,12,5,0.4,86.3,1039,14,7,5,60
Ignatius Ganago,"FW,MF",1.4,6,4,15,0,2,1,0.4,57.1,104,0,1,1,7
Aleix García,MF,13,11,98,11,3,18,135,2.8,86.3,5191,12,17,16,82
Álvaro García,"MF,FW",12.3,19,32,104,4,11,16,1.7,63.6,1039,12,13,14,38
Dani García,MF,4.5,2,20,2,1,2,14,0.1,82.7,748,2,7,3,24
David García,DF,12,8,48,0,2,3,52,0.1,84.9,3492,9,12,9,66
Eric García,DF,0.6,0,5,0,0,0,3,0,95.8,308,0,1,0,3
Eric García,DF,7.6,8,47,5,1,13,36,0.2,90.7,3147,7,10,3,32
Fran Garcia,DF,6,22,22,54,4,6,11,0.7,85.4,1278,5,5,10,51
Francisco Jesús Crespo García,FW,3.8,9,14,34,11,9,6,0.2,72.1,302,6,3,2,15
Raúl García,"FW,MF",0.8,0,2,3,0,1,1,0,55.6,46,1,2,1,4
Rubén García,"FW,MF",4.5,4,17,31,5,8,17,1.1,69,650,6,8,3,26
Santiago García,FW,0.3,1,2,1,0,1,0,0.1,85.7,40,0,0,0,5
Alejandro Garnacho,"FW,MF",4.5,32,15,56,9,15,7,0.3,79.1,294,3,3,4,25
James Garner,MF,10.9,13,33,26,7,15,23,1.7,72.8,1441,16,14,8,55
Luca Garritano,"MF,FW",3,3,14,16,0,1,8,0.3,67.2,479,2,7,1,22
Johan Gastien,MF,9,6,76,10,6,14,70,1,82.8,3414,7,9,13,71
Federico Gatti,DF,9.1,11,26,7,3,11,30,0.8,84.4,2067,9,7,5,37
Federico Gattoni,DF,0.1,0,0,0,0,0,1,0,83.3,20,0,0,0,1
Gavi,"MF,FW",10.5,26,39,38,12,24,28,1.4,90.4,1400,21,19,8,44
Paulo Gazzaniga,GK,13,0,0,0,1,0,86,0,73.4,6860,0,0,0,11
Gelabert,"MF,FW",4.9,8,17,33,9,6,12,0.2,75.7,604,4,5,4,29
Francesco Gelli,"FW,MF",3.9,6,13,27,3,3,5,0.2,83.8,454,2,4,4,17
Valentin Gendrey,DF,11,25,47,23,4,11,24,0.5,79.8,3059,11,15,13,42
Denis Genreau,"FW,MF",4.8,6,13,26,4,5,7,0.4,69.9,538,8,8,4,39
Yannick Gerhardt,"MF,FW",5.5,8,9,22,0,5,5,0.5,77.3,467,3,6,3,22
Anwar El Ghazi,"MF,DF",0.6,2,4,5,2,2,1,0,68.2,47,0,0,0,2
Saman Ghoddos,"DF,MF",0.9,6,8,4,0,3,6,0.4,85.5,267,3,2,0,2
Morgan Gibbs-White,"MF,FW",11.3,27,40,66,18,25,50,1.8,65,1823,8,5,7,53
Samuel Gigot,DF,6.7,5,19,1,0,6,16,0.2,86.1,1565,11,10,9,32
Bryan Gil,"FW,MF",0.2,0,0,4,0,1,0,0,90,0,0,0,0,2
Billy Gilmour,MF,6.9,9,50,14,2,14,33,1.2,91.1,2137,8,7,1,38
Benedikt Gimber,DF,1.9,0,3,0,1,0,1,0,79.2,176,2,4,1,10
Gvidas Gineitis,MF,1.8,2,5,10,1,0,2,0.5,87.3,258,2,3,2,15
Matthias Ginter,DF,10,12,60,9,1,12,36,0.4,81.7,3185,8,18,9,54
Olivier Giroud,FW,8.4,1,11,28,1,2,1,0.3,64.7,258,4,5,2,6
Klaus Gjasula,DF,3.5,0,8,0,1,0,15,0.2,79.5,1264,7,3,5,19
Serge Gnabry,"FW,MF",2.5,11,10,26,3,5,4,0.7,86.5,230,2,3,0,14
Ben Godfrey,DF,0,0,0,0,0,0,1,0,66.7,10,0,1,0,0
Edoardo Goldaniga,DF,4.5,5,19,0,0,2,23,0.1,81.3,1278,5,3,8,14
Pierluigi Gollini,GK,1,0,0,0,0,0,8,0,94.3,467,1,0,0,1
Aleksandr Golovin,MF,10.6,19,69,86,12,20,42,2.4,74.6,1870,10,11,5,48
Angel Gomes,MF,9.6,20,63,18,11,16,67,1.2,91.8,2239,4,8,7,43
João Gomes,MF,8.5,5,24,5,7,6,13,0.2,82,1125,18,11,7,59
Toti Gomes,DF,6.5,6,18,0,2,1,6,0.1,83.3,1573,9,5,7,32
Joe Gomez,DF,5.6,9,26,31,3,8,26,0.1,86.9,1643,8,4,7,32
Maxi Gómez,"FW,MF",4.3,5,3,15,2,5,2,0.1,47.7,70,1,2,0,9
Moi Gómez,"FW,MF",6.7,14,56,17,5,9,31,0.4,83.7,1234,10,4,4,40
Papu Gómez,"MF,FW",0.5,2,3,1,0,2,1,0.3,57.9,96,0,0,1,3
Sergio Gómez,FW,0.2,3,1,2,2,0,1,0.1,81.3,16,0,0,1,1
Unai Gómez,"MF,FW",1.4,4,5,6,1,4,3,0,72.7,106,2,1,0,7
Maxime Gonalons,MF,8.6,4,58,7,5,8,46,0.3,88.5,2210,16,11,13,63
Édgar González,DF,7.9,1,24,0,0,1,39,0.1,87.8,2769,6,17,7,23
Giovanni González,DF,8.2,4,18,31,2,4,19,0.4,70.4,1607,14,4,3,47
Hugo González,"MF,FW",0.5,1,0,3,0,1,1,0.2,66.7,70,0,0,0,5
Joan Gonzàlez,MF,3.9,7,19,8,6,5,11,0.3,84.7,523,3,6,1,19
Nicolás González,FW,9,29,39,81,17,29,28,0.8,73.2,1030,9,14,3,33
Urko González,MF,1.1,0,1,0,0,0,1,0,78.8,170,0,0,0,7
Anthony Gordon,FW,9.8,40,29,70,17,24,18,1.3,82.2,805,12,12,1,42
Leon Goretzka,MF,7.2,21,40,24,2,14,18,1.1,88,1522,5,9,9,61
Andoni Gorosabel,DF,12.2,29,52,47,6,15,24,1.2,80.4,2463,9,10,11,64
Robin Gosens,"DF,MF",8.8,7,37,39,4,7,30,0.9,76.3,2308,16,21,16,44
Mario Götze,"MF,FW",5.6,7,32,29,7,11,19,1.1,74.1,1041,3,10,1,34
Amine Gouiri,"FW,MF",9.4,25,36,84,20,25,7,1.3,80.5,941,7,8,4,27
Jeffrey Gouweleeuw,DF,7.5,6,37,3,3,2,56,0.3,78.4,3027,4,10,10,37
Pablo Gozalbez,"MF,FW",1.1,0,0,5,0,1,1,0,50,61,0,0,1,6
Jonathan Gradit,DF,10.5,6,87,1,2,30,41,0.3,85.3,3906,10,11,18,65
Jens Grahl,GK,1,0,0,0,0,0,4,0,57.8,449,0,0,0,1
Samuel Grandsir,"FW,MF",3.5,9,16,35,3,12,5,0.3,73.9,402,3,0,2,13
Alberto Grassi,MF,7.5,4,26,5,2,2,21,0.6,82.4,1587,6,12,16,53
Ryan Gravenberch,MF,3,10,23,19,6,9,1,0.2,88.5,510,2,4,7,21
Ryan Gravenberch,FW,0.1,0,1,3,1,0,0,0.1,71.4,25,0,0,0,0
Jack Grealish,FW,3.7,26,20,53,6,8,8,1.1,86.4,370,5,5,4,17
Mason Greenwood,"MF,FW",6.3,31,12,43,8,17,18,1.6,67.7,484,0,1,1,26
Michael Gregoritsch,"FW,MF",2.9,3,5,16,1,4,1,0.1,52.4,78,1,4,0,6
Antoine Griezmann,FW,10.8,12,49,86,11,7,39,2.4,78,1589,6,9,3,38
Vincenzo Grifo,MF,9.8,16,35,50,10,12,49,2.4,70,1995,10,8,2,57
Florian Grillitsch,MF,6.9,12,41,9,5,7,32,0.6,83.6,2066,11,8,9,43
Álex Grimaldo,DF,10.9,21,48,69,5,15,21,1.9,84.8,2099,9,13,8,63
Christian Groß,"MF,DF",4.2,8,22,4,1,5,5,0.2,81.2,1100,6,7,5,28
Pascal Groß,"MF,DF",9.9,24,79,47,7,17,54,1.8,86,3442,6,14,5,33
Brajan Gruda,"MF,FW",5.2,26,19,48,21,22,12,1,60.8,646,3,6,2,25
Ilia Gruev,MF,0,0,0,0,0,0,0,0,100,14,0,0,0,0
Vicente Guaita,GK,3.7,0,0,0,0,0,31,0,63.6,1930,0,0,0,3
Andrés Guardado,MF,2.8,2,27,3,1,4,31,0.2,86.8,1003,7,2,3,17
Sergi Guardiola,"FW,MF",0.9,1,1,5,0,1,1,0.1,60,40,1,0,0,3
Nemanja Gudelj,DF,9.8,12,36,0,2,18,34,0.1,83.9,2931,8,6,11,42
Gabriel Gudmundsson,"MF,DF",1.3,4,3,9,1,1,3,0,66.1,161,1,0,1,13
Marc Guéhi,DF,11,8,28,1,5,5,70,0.2,89.7,4335,10,14,9,60
Mattéo Guendouzi,MF,6,15,16,21,2,8,11,0.3,83,644,4,2,4,17
Mattéo Guendouzi,MF,0.2,2,1,1,0,2,0,0,75,53,0,1,0,1
Javier Guerra,"MF,FW",11.4,26,36,38,22,20,25,1,75.5,1070,11,15,8,78
Raphaël Guerreiro,MF,0.8,2,4,6,1,3,1,0.3,80,85,1,0,0,5
Axel Guessand,DF,0.5,1,1,1,0,0,2,0,77.8,141,1,1,0,3
Evann Guessand,FW,3.6,9,4,25,8,7,0,0.1,83.7,100,1,3,0,12
Ander Guevara,MF,12.8,27,81,17,11,21,36,0.6,75,2596,16,11,6,99
Josuha Guilavogui,DF,0.3,0,1,1,0,0,0,0,81.3,47,1,3,1,5
Morgan Guilavogui,"FW,MF",4.2,11,21,53,4,6,7,0.7,74.1,504,6,5,3,15
Frederic Guilbert,"DF,MF",6,10,18,20,6,11,24,0.3,67.9,1017,6,7,20,35
Hugo Guillamón,"MF,FW",1.8,0,17,3,0,2,5,0.2,80.5,536,2,0,0,16
Bruno Guimarães,MF,10.6,19,70,15,19,20,52,1.1,86.3,2255,11,12,7,65
Serhou Guirassy,FW,7.4,11,14,47,6,6,2,1.3,78.5,325,0,3,1,12
Marc Guiu,MF,0.1,1,0,1,0,0,0,0,100,0,0,0,0,1
Manuel Gulde,DF,4.3,1,8,0,0,4,10,0.1,87.7,1004,6,4,7,15
Gerard Gumbau,MF,10.8,6,53,13,4,6,63,1.3,68,2500,8,11,5,46
Robert Gumny,DF,4.2,5,11,12,5,3,13,0.1,65.5,935,4,12,5,18
İlkay Gündoğan,MF,12.1,28,67,38,9,39,50,3.3,85.7,3071,6,7,9,74
Christian Günter,DF,1,2,3,3,1,0,3,0.4,81,162,0,2,0,3
Jon Guridi,"MF,FW",10.4,13,51,44,6,11,18,1.6,76.9,1291,8,13,6,51
Gorka Guruzeta,FW,9.6,6,20,41,8,7,7,0.4,66,441,10,9,10,38
Malo Gusto,DF,6,28,23,40,7,15,12,0.4,86.6,1404,7,7,3,41
Miguel Gutiérrez,"DF,MF",11.7,19,44,51,9,19,34,2.3,85,2125,8,7,2,74
Albert Guðmundsson,"FW,MF",11.9,28,37,49,25,24,37,2,74.3,1621,5,7,9,49
Joško Gvardiol,DF,8.1,21,47,15,5,18,33,0.5,87.8,2357,7,9,11,52
Emmanuel Gyasi,"FW,MF",3.4,7,5,16,1,6,0,0.1,73.1,102,1,3,1,18
Norbert Gyömbér,DF,9.5,0,25,0,0,1,27,0,84.2,2139,9,19,19,76
Erling Haaland,FW,11.4,8,9,48,4,4,4,1,71.7,234,0,6,1,13
Nicolas Haas,MF,1,0,6,4,0,1,5,0,90.2,312,3,1,1,9
Janik Haberer,MF,5.4,3,9,22,5,8,10,0.5,75.5,361,9,6,3,35
Robin Hack,"MF,FW",1.8,9,7,14,3,5,7,0.3,74.4,314,1,1,2,14
Antwoine Hackford,FW,0.1,0,0,0,0,1,0,0,100,0,0,0,0,0
Munir El Haddadi,FW,10.6,10,28,67,8,12,10,0.8,76.1,634,8,9,5,42
Jaouen Hadjam,DF,1,2,8,10,0,2,4,0.2,81.4,358,2,0,3,10
Ianis Hagi,"MF,FW",4.4,7,22,32,5,6,22,1.1,68.1,692,7,4,1,14
Amadou Haidara,MF,2.7,0,23,1,0,1,15,0.2,86.2,761,2,5,5,17
Massadio Haïdara,DF,3.8,4,18,20,0,6,7,0.3,78.7,818,3,4,5,19
Oualid El Hajjam,"DF,MF",1.2,2,3,9,3,1,7,0.1,78.1,237,3,2,2,9
Achraf Hakimi,DF,9.8,37,107,83,12,34,35,1.9,88.8,4067,8,16,10,65
Lewis Hall,DF,0.6,1,2,0,1,0,1,0,80.6,178,4,1,1,5
Sébastien Haller,FW,3.7,9,10,29,4,3,2,0.8,65.3,196,0,4,0,8
Gustavo Hamer,MF,10,15,42,21,4,10,21,0.9,68.6,1487,10,13,6,63
Andreas Hanche-Olsen,DF,0.7,0,0,0,0,0,1,0,69.2,98,0,0,0,3
Ridgeciano Haps,"DF,FW",4.1,6,9,21,2,2,7,0.3,75.8,274,3,1,5,16
Genki Haraguchi,MF,0.2,1,3,0,0,0,1,0,76.9,53,1,0,0,2
Amine Harit,"MF,FW",5.9,28,35,41,11,25,16,1.5,82.1,916,5,9,4,33
Luke Harris,MF,0.8,0,1,0,0,1,1,0,78.6,14,1,0,0,3
Jack Harrison,MF,4.9,11,8,20,4,9,4,0.5,59.8,359,3,3,2,27
Abdou Harroui,MF,2.8,9,8,10,2,7,4,0.1,86.7,239,5,4,2,16
Makoto Hasebe,"DF,MF",0.3,0,1,0,0,0,3,0.2,90.9,245,1,0,0,2
Hans Hateboer,DF,2.5,7,7,14,1,4,9,0.2,85.4,438,0,2,2,10
Pantelis Hatzidiakos,DF,4.4,1,12,1,1,2,17,0,82.8,1011,4,7,4,26
Kai Havertz,MF,7.9,11,35,52,1,9,4,0.9,81.6,703,8,12,5,31
Thorgan Hazard,DF,0.1,0,2,1,0,0,1,0,77.8,45,0,0,0,0
Jan Paul van Hecke,DF,5.3,2,31,0,1,1,22,0.1,94.2,3681,3,12,7,25
Hwang Hee-chan,"FW,MF",8.6,17,19,42,20,11,7,1.8,80,545,5,9,4,43
Silvan Hefti,"DF,MF",1.1,0,1,3,0,0,1,0,60.6,107,1,2,0,3
Dominique Heintz,DF,2.1,3,11,8,3,5,4,0.4,76.6,652,0,4,1,15
Liam Henderson,MF,0.1,0,0,0,0,0,0,0,40,0,0,0,0,0
Benjamin Henrichs,DF,8.9,16,36,43,13,9,32,1.7,76.9,2443,10,16,11,49
Henrique,DF,1.1,6,5,8,0,4,1,0,78.4,226,1,0,2,3
Luiz Henrique,FW,2.6,18,9,21,9,9,4,0.5,72.4,207,4,5,1,12
Matheus Henrique,MF,6.9,10,22,8,9,9,30,0.4,87.4,1450,9,4,6,35
Rico Henry,DF,4.5,13,20,12,7,3,11,0.8,80.3,763,5,8,5,24
Thomas Henry,"MF,FW",0.3,0,1,1,0,1,0,0,55.6,25,0,0,0,1
Christophe Hérelle,DF,6.2,0,16,1,3,1,38,0.1,92.6,1352,3,7,4,32
Mario Hermoso,DF,11.6,8,70,16,4,13,66,0.4,86.7,3988,8,14,15,73
Javi Hernández,DF,11.7,14,29,13,5,11,38,1.1,67.2,2481,8,14,5,63
Aridane Hernández,DF,8.8,0,9,0,1,0,40,0.1,83,1792,5,6,3,42
Lucas Hernández,DF,8.5,16,58,11,5,18,36,0.9,90.4,3971,16,5,13,56
Luis Hernández,DF,6,1,24,1,0,3,29,0.4,71.8,1942,3,2,5,23
Theo Hernández,DF,8.9,33,44,36,8,29,25,1.6,84.7,2185,3,6,7,45
Yarek Hernandis,DF,0.4,0,0,0,0,0,0,0,0,0,0,0,0,
Jorge Herrando,DF,2,0,2,1,0,0,6,0,73.3,392,1,2,1,8
Ander Herrera,"MF,FW",3.2,0,19,4,2,3,9,0.3,84.3,729,14,6,7,22
Cristian Herrera,FW,1,2,5,7,1,3,0,0,91.8,223,1,1,0,6
Sergio Herrera,GK,9.9,0,0,0,0,0,103,0,60.3,6600,0,0,0,4
Yangel Herrera,MF,11.1,12,43,42,13,20,26,1.1,85.7,1550,12,13,11,62
